sample,MX1303_C5JC4ACXX_3_TAGGAT,MX1304_C5JC4ACXX_4_CCGGTG,MX1305_C5JC4ACXX_5_TGTTGG,MX1306_C5JC4ACXX_6_GTATAG,MX1307_C5JC4ACXX_7_AGCATC,MX1307_C5JC4ACXX_7_CAGGCC,MX1310_C5JC1ACXX_4_CTCTAC,MX1310_C5JC1ACXX_4_GGAACT,MX1310_C5JC1ACXX_4_GGACGG,MX1310_C5JC1ACXX_4_TGACAT,MX1355_C6RGTANXX_2_AAGCTA,MX1355_C6RGTANXX_2_ACATCG,MX1355_C6RGTANXX_2_CAAGTT,MX1355_C6RGTANXX_2_CATTCA,MX1355_C6RGTANXX_2_GGAACT,MX1356_C6RGTANXX_3_ATGGCA,MX1356_C6RGTANXX_3_CCTTGC,MX1356_C6RGTANXX_3_CGGCCT,MX1356_C6RGTANXX_3_GCGTGG,MX1356_C6RGTANXX_3_GCTGTA,MX1356_C6RGTANXX_3_GTATAG,MX1356_C6RGTANXX_3_TAGTTG,MX1356_C6RGTANXX_3_TGACAT,MX1357_C6RGTANXX_4_AATTAT,MX1357_C6RGTANXX_4_AGTCTT,MX1357_C6RGTANXX_4_CATGGG,MX1357_C6RGTANXX_4_GCCTAA,MX1357_C6RGTANXX_4_GTAGCC,MX1357_C6RGTANXX_4_TATCGT,MX1357_C6RGTANXX_4_TCTGAG
hsa-miR-4270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4279,0,0,0,0.051,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0,0,0,0,0
hsa-miR-4280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4284,0.697,0.386,0.377,0,0.077,0.319,0.179,0.071,0.098,0.501,0,0.211,0.187,1.249,0.628,0.146,0.132,0,1.565,0.12,0.279,0,0.044,0,0.029,0.234,0.036,0,0.266,0.268
hsa-miR-4285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4286,25.52,23.308,18.776,30.853,17.627,18.113,6.658,17.549,10.682,23.614,7.38,5.165,3.548,16.574,12.642,7.725,10.893,5.399,14.837,9.576,8.951,5.022,13.022,13.137,4.055,14.421,6.914,6.203,13.241,15.297
hsa-miR-4287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4289,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0,0,0
hsa-miR-429,2.09,1.481,1.405,0.759,1.152,1.276,1.787,1.374,1.28,1.337,3.496,5.657,11.39,6.357,3.586,0.729,1.056,1.671,1.974,0.48,1.045,2.954,0.532,0.98,0.259,0,0.428,0.517,0.373,0.179
hsa-miR-4290,0,0,0,0,0,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0,0,0
hsa-miR-4291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4297,0.087,0,0.034,0,0,0,0,0,0,0.028,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0,0,0,0,0
hsa-miR-4298,0,0,0,0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4299,0,0.129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0,0,0
hsa-miR-4300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4301,0.174,0.193,0.206,0.152,0,0,0.179,0.189,0.098,0.278,1.554,0.703,0.747,0.341,0.807,0,0.132,0.129,0.749,0.18,0.07,0.295,0.288,0,0.029,0,0.071,0.287,0.16,0.417
hsa-miR-4302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4306,0,0,0.103,0.051,0,0.064,0,0,0.074,0.084,0,0,0,0,0,0,0,0,0,0,0.035,0,0.044,0,0,0,0,0,0.027,0
hsa-miR-4307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-431-3p,546.453,340.213,210.338,353.651,197.081,210.471,167.423,293.422,451.48,420.397,313.826,310.324,336.111,216.256,406.682,78.419,268.97,191.65,309.264,77.929,243.669,199.397,146.61,97.253,61.001,45.489,117.316,80.291,102.787,352.603
hsa-miR-431-5p,432.703,417.541,324.33,214.608,229.224,137.317,472.823,400.134,480.277,527.327,138.658,141.002,112.037,229.311,311.467,90.809,322.513,102.188,457.022,110.319,270,122.297,146.366,92.939,68.392,45.372,87.951,64.095,127.937,357.255
hsa-miR-4310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-432-3p,5.226,2.897,2.535,4.148,2.573,2.679,4.021,3.055,6.818,5.653,1.554,0.949,1.12,2.611,1.166,0.583,2.509,0.643,4.084,1.381,2.682,1.772,1.619,0.98,0.661,1.055,1.105,1.034,1.705,3.22
hsa-miR-432-5p,683.196,502.594,351.055,475.648,193.894,145.417,540.114,529.58,654.859,531.95,256.343,290.507,317.625,381.314,550.58,234.091,528.829,193.835,581.911,192.691,434.918,219.484,257.594,236.269,130.026,100.593,226.935,128.133,241.407,391.517
hsa-miR-4320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4324,0.087,0.064,0.069,0,0,0.064,0,0.024,0.074,0,0.388,0.035,0.373,0,0.359,0,0,0.129,0,0,0,0,0.022,0,0.058,0,0.143,0.115,0.027,0.089
hsa-miR-4325,0,0,0,0,0,0,0,0,0,0,0,0.176,0,0,0,0,0.066,0,0,0,0,0,0.022,0,0,0,0,0,0,0.06
hsa-miR-4326,0.087,3.026,2.741,3.187,0.96,0.638,0.715,0,3.2,4.428,5.826,0.176,14.191,2.157,4.124,2.624,4.688,4.242,3.811,1.291,0.035,8.567,3.86,3.725,1.754,1.407,2.209,6.203,2.478,0.06
hsa-miR-4327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4328,0.087,0.258,0.171,0.202,0.077,0.128,0.089,0.095,0.615,0.557,0.388,0.246,0.373,0,0.09,0,0.198,0.257,0.068,0.24,0.07,0,0.266,0.392,0.173,0,0.178,0,0.373,0.209
hsa-miR-4329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-433-3p,97.376,81.898,67.634,89.981,61.137,35.653,57.148,89.874,61.508,98.771,60.979,58.256,40.52,34.851,76.567,29.444,75.66,40.746,79.154,20.803,95.085,44.015,37.579,30.784,27.035,18.524,40.234,21.997,27.202,70.789
hsa-miR-433-5p,3.397,4.571,3.152,4.4,2.343,1.977,2.949,3.126,5.243,6.627,8.933,4.708,4.481,2.384,4.572,2.769,6.14,3.085,6.193,2.341,7.872,4.431,2.706,4.118,1.898,1.524,2.922,1.723,2.345,4.95
hsa-miR-4330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4417,0.087,0.064,0,0.101,0,0,3.619,0.071,0.098,0.084,0,0.035,0,0,0,0,0.066,0.129,0.068,0.18,0,0,0.044,0,0,0,0,0,0.053,0.03
hsa-miR-4418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03
hsa-miR-4419a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4419b,0,0,0,0.051,0,0,0,0.024,0.025,0.028,0,0,0.187,0,0,0,0,0,0.068,0,0,0,0.022,0,0.029,0,0.036,0,0.027,0.06
hsa-miR-4420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4421,0,0.064,0,0,0,0,0.089,0,0.025,0.056,0,0.035,0,0,0.09,0,0.066,0,0,0,0.07,0,0,0,0.029,0,0.036,0,0,0
hsa-miR-4422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0,0,0,0,0,0.022,0,0,0,0,0,0.027,0
hsa-miR-4423-3p,0,0.129,0.137,0,0.115,0,0,0.024,0,0.028,0,0.035,0,0.227,0.09,0,0.066,0,0.136,0,0.035,0,0.244,0,0,0,0,0,0.027,0.567
hsa-miR-4423-5p,1.045,0,0.206,0.051,0.038,0,0,0.071,0.049,0.195,0,0.105,0,0,0,0,0.264,0.257,0.681,0,0.104,0,0.044,0,0.029,0,0.036,0.057,0,0.388
hsa-miR-4424,0,0.064,0,0,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0,0,0
hsa-miR-4425,0.348,0,0,0.101,0.038,0,0.134,0.047,0.025,0.028,0,0,0,0,0,0,0.066,0,0,0,0,0.295,0,0,0,0,0,0,0.027,0.06
hsa-miR-4426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0.066,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4428,0,0,0,0,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0,0,0
hsa-miR-4429,0.174,0.129,0.034,0.101,0.038,0,0.536,0.095,0.172,0.167,0,0.211,0,0.114,0.179,0,0.066,0,0.068,0.06,0,0,0.089,0,0.058,0,0.036,0,0.133,0
hsa-miR-4430,0,0,0,0,0.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4433a-3p,0.61,0.258,0.274,2.731,0.269,1.467,0.447,1.468,0.468,0.529,0.777,0.176,0.56,0.568,1.524,1.166,0.99,0.257,0.681,1.441,0.906,0,0.887,1.373,0.374,0.234,0.499,0.632,0.533,0.954
hsa-miR-4433a-5p,5.574,1.159,0.514,1.619,0.691,0.574,4.021,2.392,2.732,2.812,0.388,0.281,0.187,1.589,5.559,2.624,1.122,0,1.157,1.321,0.313,0.591,1.619,0.196,0.029,0.821,0.214,0.115,1.226,2.654
hsa-miR-4433b-3p,0.087,0,0,0,0,0,0,0,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0
hsa-miR-4433b-5p,0,0,0,0,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0
hsa-miR-4434,0,0,0.034,0.051,0,0,0,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0,0,0,0,0,0.036,0,0.027,0.03
hsa-miR-4435,0,0,0,0,0.038,0,0.045,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0,0,0
hsa-miR-4435,0,0,0,0,0.038,0,0.045,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0,0,0
hsa-miR-4436a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4436b-3p,0,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0,0,0,0,0,0,0
hsa-miR-4436b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03
hsa-miR-4436b-3p,0,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0,0,0,0,0,0,0
hsa-miR-4436b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03
hsa-miR-4437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4440,0,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4443,0.087,1.867,0.308,1.72,0.614,1.02,0.626,1.303,1.969,1.253,0,0.105,0,0.454,0,0.583,1.32,0.257,1.497,0.51,0.836,0,1.442,0.784,0.144,0.469,1.105,0.402,0.693,1.491
hsa-miR-4444,0,0,0.034,0.101,0.077,0.191,0,0.071,0.025,0.167,0,0,0,0,0,0.146,0,0,0,0,0,0,0,0,0,0,0.071,0,0.08,0
hsa-miR-4444,0,0,0.034,0.101,0.077,0.191,0,0.071,0.025,0.167,0,0,0,0,0,0.146,0,0,0,0,0,0,0,0,0,0,0.071,0,0.08,0
hsa-miR-4445-3p,0,0,0,0,0,0,0,0.047,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4445-5p,0.61,0,0,0,0.038,0,0,0.663,0.049,0.223,0,1.687,0.934,0,0.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.06
hsa-miR-4446-3p,0,0,0.103,0,0,0,0.134,0,0.025,0.084,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0,0.086,0,0,0,0.08,0
hsa-miR-4446-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4447,0,0,0,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4448,23.691,9.207,11.135,17.045,4.224,3.699,112.777,8.028,24.835,17.098,12.04,11.736,19.98,6.811,5.021,5.539,4.688,13.496,7.555,12.638,3.378,9.157,6.344,2.157,4.4,9.965,2.495,2.182,20.595,8.409
hsa-miR-4449,0.435,0.644,0.411,0.405,0.384,0.191,4.602,0.497,1.034,1.225,0,0.211,0.187,1.022,0.359,0.146,0.792,0.386,0.885,0.63,0.801,0.295,0.732,0,0.259,0.117,0.107,0.115,0.666,0.358
hsa-miR-4450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4451,0,0,0,0,0,0,0.045,0,0,0,0,0.035,0.187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4453,0,0,0.069,0.152,0.038,0,0,0.118,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0,0.036,0,0,0
hsa-miR-4454,8.187,6.181,5.859,6.019,2.419,2.424,8.534,3.481,5.39,7.184,1.554,2.424,2.427,2.157,0.628,1.895,2.707,2.314,2.11,2.011,2.299,1.182,2.329,1.176,0.92,1.407,2.103,1.608,7.247,2.654
hsa-miR-4455,0,0,0,0,0,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4458,0,0.064,0,0,0,0,0,0,0,0,0.777,0.246,0.373,0,0,0,0,0.129,0,0,0.035,0.295,0,0,0,0,0,0,0,0
hsa-miR-4459,0,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0.022,0,0.029,0,0,0.057,0,0
hsa-miR-4460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4461,0,0.258,0.343,0.101,0.115,0,0.089,0.332,0.197,0.167,0,0.527,0.934,0.114,0,0,0,0.257,0.681,0.18,0.07,0,0.089,0,0,0,0.143,0.057,0.186,0.119
hsa-miR-4462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4465,4.703,3.606,2.672,3.288,3.533,3.635,1.296,3.268,3.224,4.65,4.661,3.795,2.801,2.724,1.703,0.729,1.122,2.442,2.927,1.561,3.204,3.545,2.529,2.353,1.984,1.759,2.815,1.608,1.998,3.548
hsa-miR-4466,0.348,0,0,0.152,0.038,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4467,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4470,0,0,0.069,0.152,0,0,0,0.047,0.074,0.056,0,0.035,0,0,0,0,0.198,0.257,0,0.06,0,0,0,0,0,0,0.036,0,0.027,0.06
hsa-miR-4471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4473,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4474-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0,0,0,0,0
hsa-miR-4474-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4477a,0,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0.066,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4477b,0,0.064,0,0,0,0,0,0,0.049,0.028,0,0.035,0,0,0,0,0,0,0,0,0.104,0,0.022,0,0,0,0,0,0,0
hsa-miR-4478,0,0,0,0,0,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03
hsa-miR-4479,0.174,0,0.034,0,0.077,0,0,0.095,0.025,0,0,0.105,0.187,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0.057,0.027,0.06
hsa-miR-448,0,0,0.034,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4482-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4482-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0,0,0
hsa-miR-4483,0,0,0,0,0,0,0,0,0,0,0,0.176,0.373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4484,0.261,0.451,0.24,0.253,0.422,0.128,0.313,0.71,0.738,0.919,0.777,0.351,0.187,0.227,0.897,0,0.33,0.129,0.953,0.18,0.418,0,0.2,0,0.374,0.117,0.356,0.23,0.559,0.149
hsa-miR-4485-3p,0.087,0,0,0,0.038,0,0.045,0.024,0.049,0.195,0,0,0,0.227,0,0,0,0,1.021,0,0,0,0.022,0,0,0,0,0,0,0
hsa-miR-4485-5p,0.087,0.064,0,0.101,0.077,0.128,0.179,0.142,0.049,0.195,0,0.035,0,0.454,0.179,0,0,0,0.817,0.06,0,0,0.067,0,0,0,0.036,0,0.053,0.06
hsa-miR-4486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4487,0,0.064,0,0,0,0,0,0,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03
hsa-miR-4488,4.094,1.545,9.285,13.05,1.344,0.702,107.907,4.736,18.165,55.804,0.388,0.281,6.535,0.454,5.2,0.437,7.989,0.257,1.633,8.225,0.104,7.976,6.611,1.569,0.316,0.117,0.285,0.459,8.792,5.218
hsa-miR-4489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0,0.022,0,0.029,0,0,0,0,0.03
